seqnames,start,end,width,strand,lociPairKey,readPairKey,sampleName,ID
chr6,152785804,152785994,191,+,2:2,22:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1102:14375:18175
chr6,152785804,152785994,191,+,2:2,22:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1102:16055:18992
chr6,152785804,152785994,191,+,2:2,78:72,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1102:16793:19242
chr6,152785804,152785994,191,+,2:2,22:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1102:24613:19311
chr6,152785804,152785994,191,+,2:2,20:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1102:6316:19458
chr6,152785804,152785994,191,+,2:2,22:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1102:10289:20253
chr6,152785804,152785994,191,+,2:2,22:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1102:27855:20859
chr6,152785804,152785994,191,+,2:2,24:48,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1102:26379:22271
chr3,89995557,89995869,313,+,1:1,62:5,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1102:10842:25879
chr6,152785804,152785994,191,+,2:2,21:43,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1102:20710:27845
chr6,152785804,152785994,191,+,2:2,24:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1103:6642:5791
chr6,152785804,152785994,191,+,2:2,22:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1103:10249:6665
chr3,89995557,89995869,313,+,1:1,62:19,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1103:13519:6688
chr6,152785804,152785994,191,+,2:2,22:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1103:16081:8139
chr3,89995557,89995869,313,+,1:1,62:19,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1103:14929:9230
chr6,152785804,152785994,191,+,2:2,24:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1103:13349:10287
chr6,152785804,152785994,191,+,2:2,24:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1103:23598:11538
chr6,152785804,152785994,191,+,2:2,22:74,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1103:13278:12821
chr6,152785804,152785994,191,+,2:2,22:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1103:23901:13145
chr3,89995557,89995869,313,+,1:1,62:19,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1103:14194:13852
chr3,89995557,89995869,313,+,1:1,62:19,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1103:25720:16193
chr3,89995557,89995869,313,+,1:1,62:35,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1103:18518:17369
chr6,152785804,152785994,191,+,2:2,22:46,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1103:18762:18983
chr6,152785804,152785994,191,+,2:2,22:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1103:22427:19473
chr3,89995557,89995869,313,+,1:1,62:19,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1103:18923:20262
chr6,152785804,152785994,191,+,2:2,20:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1103:9610:20697
chr3,89995557,89995869,313,+,1:1,62:19,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1103:21338:21549
chr6,152785804,152785994,191,+,2:2,22:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1103:15104:21615
chr3,89995557,89995869,313,+,1:1,62:19,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1103:15698:24664
chr6,152785804,152785994,191,+,2:2,22:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1103:18069:24970
chr3,89995557,89995869,313,+,1:1,62:11,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1104:6648:5803
chr6,152785804,152785994,191,+,2:2,22:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1104:24308:6800
chr3,89995557,89995869,313,+,1:1,46:19,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1104:15320:13175
chr3,89995557,89995869,313,+,1:1,62:19,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1104:20989:15477
chr3,89995557,89995869,313,+,1:1,62:9,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1104:27534:15499
chr6,152785804,152785994,191,+,2:2,24:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1104:3813:17947
chr6,152785804,152785994,191,+,2:2,24:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1104:21551:18185
chr6,152785804,152785994,191,+,2:2,11:66,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1104:25586:19453
chr3,89995557,89995869,313,+,1:1,62:19,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1104:8536:22402
chr6,152785804,152785994,191,+,2:2,24:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1104:12094:23234
chr3,89995557,89995869,313,+,1:1,62:19,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1104:20582:24340
chr3,89995557,89995869,313,+,1:1,55:19,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1104:6225:24798
chr6,152785804,152785994,191,+,2:2,22:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1105:23926:4832
chr3,89995557,89995869,313,+,1:1,62:19,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1105:7446:9353
chr6,152785804,152785994,191,+,2:2,22:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1105:23314:10655
chr6,152785804,152785994,191,+,2:2,24:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1105:15582:12819
chr6,152785804,152785994,191,+,2:2,3:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1105:24206:13735
chr3,89995557,89995869,313,+,1:1,62:45,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1105:27850:14107
chr3,89995557,89995869,313,+,1:1,62:19,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1105:4824:14715
chr6,152785804,152785994,191,+,2:2,24:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1105:5318:14960
chr6,152785804,152785994,191,+,2:2,24:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1105:26883:15493
chr3,89995557,89995869,313,+,1:1,82:16,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1105:7746:17560
chr6,152785804,152785994,191,+,2:2,15:69,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1105:12614:21935
chr3,89995557,89995869,313,+,1:1,62:19,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1105:8404:22207
chr3,89995557,89995869,313,+,1:1,62:19,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1105:11390:23370
chr6,152785804,152785994,191,+,2:2,24:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1105:10655:23860
chr3,89995557,89995869,313,+,1:1,62:19,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1105:7891:24933
chr3,89995557,89995869,313,+,1:1,62:19,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1105:12046:26290
chr3,89995557,89995869,313,+,1:1,72:19,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1106:17220:3908
chr3,89995557,89995869,313,+,1:1,62:19,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1106:10722:6869
chr3,89995557,89995869,313,+,1:1,62:19,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1106:13538:8410
chr3,89995557,89995869,313,+,1:1,62:26,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1106:7820:10982
chr3,89995557,89995869,313,+,1:1,61:78,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1106:27121:13502
chr3,89995557,89995869,313,+,1:1,62:20,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1106:16764:14249
chr3,89995557,89995869,313,+,1:1,73:19,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1106:5456:15667
chr3,89995557,89995869,313,+,1:1,62:20,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1106:25655:15678
chr3,89995557,89995869,313,+,1:1,62:19,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1106:12300:16243
chr3,89995557,89995869,313,+,1:1,62:19,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1106:19691:18573
chr3,89995557,89995869,313,+,1:1,84:19,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1106:10314:25338
chr3,89995557,89995869,313,+,1:1,43:19,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1106:14775:25920
chr6,152785804,152785994,191,+,2:2,7:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1106:10103:26468
chr6,152785804,152785994,191,+,2:2,22:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1107:18423:2631
chr3,89995557,89995869,313,+,1:1,80:19,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1107:13078:7563
chr6,152785804,152785994,191,+,2:2,22:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1107:8492:7801
chr3,89995557,89995869,313,+,1:1,62:19,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1107:19059:7807
chr3,89995557,89995869,313,+,1:1,62:19,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1107:6897:9856
chr6,152785804,152785994,191,+,2:2,22:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1107:28190:13012
chr6,152785804,152785994,191,+,2:2,22:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1107:18523:15896
chr3,89995557,89995869,313,+,1:1,61:19,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1107:16452:16587
chr3,89995557,89995869,313,+,1:1,62:19,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1107:16112:17901
chr3,89995557,89995869,313,+,1:1,62:20,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1107:15523:17956
chr3,89995557,89995869,313,+,1:1,62:19,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1107:10309:18727
chr6,152785804,152785994,191,+,2:2,34:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1107:10375:18773
chr3,89995557,89995869,313,+,1:1,62:19,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1107:19685:19495
chr3,89995557,89995869,313,+,1:1,62:19,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1107:12724:20607
chr6,152785804,152785994,191,+,2:2,22:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1107:18066:23274
chr3,89995557,89995869,313,+,1:1,62:19,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1107:6280:24910
chr3,89995557,89995869,313,+,1:1,52:20,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1108:14261:3774
chr6,152785804,152785994,191,+,2:2,22:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1108:24690:8419
chr6,152785804,152785994,191,+,2:2,22:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1108:5586:11106
chr3,89995557,89995869,313,+,1:1,62:19,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1108:8065:11119
chr3,89995557,89995869,313,+,1:1,62:19,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1108:5123:12316
chr3,89995557,89995869,313,+,1:1,62:19,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1108:3043:14057
chr6,152785804,152785994,191,+,2:2,22:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1108:12598:14059
chr3,89995557,89995869,313,+,1:1,62:19,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1108:18240:14349
chr6,152785804,152785994,191,+,2:2,22:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1108:22223:14466
chr6,152785804,152785994,191,+,2:2,22:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1108:6739:15830
chr3,89995557,89995869,313,+,1:1,62:19,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1108:4220:17183
chr6,152785804,152785994,191,+,2:2,22:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1108:18277:17368
chr6,152785804,152785994,191,+,2:2,32:59,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1108:23212:17451
chr3,89995557,89995869,313,+,1:1,61:19,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1108:2121:18126
chr6,152785804,152785994,191,+,2:2,20:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1108:21602:18467
chr3,89995557,89995869,313,+,1:1,62:14,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1108:7441:19554
chr3,89995557,89995869,313,+,1:1,64:19,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1108:28759:19559
chr6,152785804,152785994,191,+,2:2,22:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1108:14156:20382
chr6,152785804,152785994,191,+,2:2,22:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1108:11860:23524
chr6,152785804,152785994,191,+,2:2,22:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1109:19948:2995
chr3,89995557,89995869,313,+,1:1,62:6,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1109:19632:3730
chr6,152785804,152785994,191,+,2:2,22:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1109:9287:4035
chr3,89995557,89995869,313,+,1:1,62:19,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1109:24411:4581
chr3,89995557,89995869,313,+,1:1,62:19,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1109:15621:5542
chr6,152785804,152785994,191,+,2:2,24:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1109:3966:9366
chr6,152785804,152785994,191,+,2:2,24:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1109:6672:11606
chr3,89995557,89995869,313,+,1:1,62:41,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1109:21142:11663
chr3,89995557,89995869,313,+,1:1,62:19,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1109:21127:11664
chr6,152785804,152785994,191,+,2:2,22:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1109:24816:13925
chr3,89995557,89995869,313,+,1:1,62:36,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1109:21931:14208
chr3,89995557,89995869,313,+,1:1,63:17,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1109:18848:17834
chr3,89995557,89995869,313,+,1:1,62:19,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1109:26020:18827
chr3,89995557,89995869,313,+,1:1,58:19,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1109:15729:21773
chr3,89995557,89995869,313,+,1:1,62:19,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1109:21743:24120
chr3,89995557,89995869,313,+,1:1,60:19,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1110:16728:3506
chr6,152785804,152785994,191,+,2:2,13:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1110:10903:3842
chr6,152785804,152785994,191,+,2:2,37:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1110:17855:4745
chr3,89995557,89995869,313,+,1:1,62:19,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1110:23667:8582
chr3,89995557,89995869,313,+,1:1,62:19,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1110:24593:12440
chr6,152785804,152785994,191,+,2:2,24:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1110:22448:14082
chr3,89995557,89995869,313,+,1:1,62:80,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1110:24541:14334
chr6,152785804,152785994,191,+,2:2,22:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1110:15174:14618
chr3,89995557,89995869,313,+,1:1,60:19,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1110:20874:15097
chr3,89995557,89995869,313,+,1:1,77:19,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1110:8051:15448
chr6,152785804,152785994,191,+,2:2,30:54,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1110:28947:16740
chr3,89995557,89995869,313,+,1:1,62:1,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1110:7626:17088
chr6,152785804,152785994,191,+,2:2,22:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1110:22888:17959
chr6,152785804,152785994,191,+,2:2,20:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1110:10302:21147
chr6,152785804,152785994,191,+,2:2,24:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1110:18151:22433
chr3,89995557,89995869,313,+,1:1,62:26,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1110:16882:23880
chr6,152785804,152785994,191,+,2:2,20:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1110:23479:24238
chr6,152785804,152785994,191,+,2:2,22:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1110:8152:25522
chr6,152785804,152785994,191,+,2:2,29:53,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1111:9370:5317
chr6,152785804,152785994,191,+,2:2,24:42,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1111:14628:7864
chr3,89995557,89995869,313,+,1:1,62:19,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1111:3748:8211
chr6,152785804,152785994,191,+,2:2,41:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1111:18106:8288
chr3,89995557,89995869,313,+,1:1,47:21,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1111:26893:11065
chr6,152785804,152785994,191,+,2:2,24:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1111:27729:11430
chr3,89995557,89995869,313,+,1:1,62:38,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1111:4409:14423
chr6,152785804,152785994,191,+,2:2,22:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1111:19506:14432
chr3,89995557,89995869,313,+,1:1,75:19,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1111:5169:15886
chr6,152785804,152785994,191,+,2:2,22:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1111:17201:16290
chr3,89995557,89995869,313,+,1:1,48:3,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1111:3219:18763
chr3,89995557,89995869,313,+,1:1,62:19,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1111:10800:21864
chr3,89995557,89995869,313,+,1:1,62:19,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1111:22855:23091
chr6,152785804,152785994,191,+,2:2,24:42,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1111:26608:23225
chr3,89995557,89995869,313,+,1:1,62:19,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1111:21740:25731
chr3,89995557,89995869,313,+,1:1,62:19,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1111:11803:26913
chr6,152785804,152785994,191,+,2:2,19:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1112:22235:3231
chr6,152785804,152785994,191,+,2:2,24:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1112:20972:3941
chr6,152785804,152785994,191,+,2:2,22:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1112:17435:4638
chr3,89995557,89995869,313,+,1:1,62:19,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1112:17978:6218
chr6,152785804,152785994,191,+,2:2,24:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1112:12371:7240
chr6,152785804,152785994,191,+,2:2,22:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1112:17969:8367
chr3,89995557,89995869,313,+,1:1,62:19,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1112:9420:8672
chr6,152785804,152785994,191,+,2:2,10:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1112:16800:11926
chr3,89995557,89995869,313,+,1:1,51:20,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1112:2363:13701
chr6,152785804,152785994,191,+,2:2,24:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1112:8349:19143
chr3,89995557,89995869,313,+,1:1,62:33,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1112:6120:21378
chr3,89995557,89995869,313,+,1:1,62:18,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1113:15224:3281
chr6,152785804,152785994,191,+,2:2,22:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1113:19936:3286
chr6,152785804,152785994,191,+,2:2,24:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1113:15572:4068
chr3,89995557,89995869,313,+,1:1,62:19,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1113:21039:7590
chr3,89995557,89995869,313,+,1:1,62:19,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1113:11281:7681
chr6,152785804,152785994,191,+,2:2,24:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1113:3904:9740
chr6,152785804,152785994,191,+,2:2,24:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1113:6529:10215
chr6,152785804,152785994,191,+,2:2,24:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1113:8778:11516
chr3,89995557,89995869,313,+,1:1,65:20,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1113:14901:11646
chr3,89995557,89995869,313,+,1:1,62:67,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1113:26681:12820
chr3,89995557,89995869,313,+,1:1,62:19,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1113:12138:14350
chr3,89995557,89995869,313,+,1:1,62:19,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1113:28288:15698
chr6,152785804,152785994,191,+,2:2,22:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1113:21925:16658
chr3,89995557,89995869,313,+,1:1,62:19,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1113:10615:18466
chr3,89995557,89995869,313,+,1:1,83:19,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1113:3317:18594
chr3,89995557,89995869,313,+,1:1,62:28,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1113:6899:19592
chr6,152785804,152785994,191,+,2:2,22:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1113:23571:21662
chr3,89995557,89995869,313,+,1:1,76:19,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1114:11618:5784
chr6,152785804,152785994,191,+,2:2,22:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1114:15605:7281
chr6,152785804,152785994,191,+,2:2,22:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1114:24650:7655
chr6,152785804,152785994,191,+,2:2,22:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1114:21304:7986
chr3,89995557,89995869,313,+,1:1,62:9,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1114:21964:12078
chr3,89995557,89995869,313,+,1:1,62:15,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1114:19893:12328
chr3,89995557,89995869,313,+,1:1,62:19,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1114:8689:13968
chr3,89995557,89995869,313,+,1:1,62:19,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1114:12647:16399
chr6,152785804,152785994,191,+,2:2,22:62,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1114:13072:17749
chr3,89995557,89995869,313,+,1:1,62:19,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1114:16469:19330
chr3,89995557,89995869,313,+,1:1,62:19,UntreatedControl-neg-2,M00281:187:000000000-B23R9:1:1114:14562:19897
